postal,address,block,street_name,max_floor_lvl,year_completed,building_age,town,total_dwelling_units,psm_2018,psm_2019,psm_2020,psm_2021,psm_2022,psm_2023,psm_2024,psm_2025,psm_2026,txn_5y,psm_growth_5y,nearest_station,stn_distance_m
540102,102 RIVERVALE WALK,102,RIVERVALE WALK,17,1998,28,SENGKANG,129,,4000.0,4086.0,4429.0,4744.5,5455.0,6127.0,6175.0,6334.0,22.0,33.5,KANGKAR,290.0
550102,102 SERANGOON NTH AVE 1,102,SERANGOON NTH AVE 1,4,1984,42,SERANGOON,24,,3806.0,3900.5,,4577.0,,5286.0,5724.0,5972.0,4.0,30.5,KOVAN,1954.0
520102,102 SIMEI ST 1,102,SIMEI ST 1,11,1988,38,TAMPINES,100,4524.5,4679.0,4123.0,4461.5,4581.5,5337.0,,6202.0,6375.0,9.0,39.1,SIMEI,304.0
521102,102 TAMPINES ST 11,102,TAMPINES ST 11,11,1982,44,TAMPINES,140,4387.0,4275.0,3942.0,3814.0,4694.0,4810.0,5360.0,5721.0,6466.5,14.0,37.8,TAMPINES,733.0
680102,102 TECK WHYE LANE,102,TECK WHYE LANE,9,1988,38,CHOA CHU KANG,64,2975.0,3194.0,3113.0,,4023.5,4380.0,4298.0,4593.0,,6.0,,TECK WHYE,90.0
322102,102 TOWNER RD,102,TOWNER RD,4,1983,43,KALLANG/WHAMPOA,36,5514.0,,,6277.0,6149.0,,,7297.0,8243.0,3.0,34.1,BOON KENG,132.0
730102,102 WOODLANDS ST 13,102,WOODLANDS ST 13,12,1984,42,WOODLANDS,110,3937.5,,3806.0,4328.0,5000.0,5343.0,5431.0,5896.0,,13.0,,WOODLANDS INTERCHANGE,560.0
341102,102A BIDADARI PK DR,102A,BIDADARI PK DR,16,2020,6,TOA PAYOH,205,,,,,,,,,11856.0,25.0,,WOODLEIGH,216.0
751102,102A CANBERRA ST,102A,CANBERRA ST,17,2019,7,SEMBAWANG,190,,,,,,,,6853.0,6903.0,64.0,,CANBERRA,935.0
821102,102A PUNGGOL FIELD,102A,PUNGGOL FIELD,17,2001,25,PUNGGOL,85,3891.0,4000.0,3963.5,,4543.0,4773.0,,5955.0,,5.0,,COVE,61.0
342102,102B BIDADARI PK DR,102B,BIDADARI PK DR,16,2020,6,TOA PAYOH,200,,,,,,,,,11869.0,29.0,,WOODLEIGH,352.0
752102,102B CANBERRA ST,102B,CANBERRA ST,16,2019,7,SEMBAWANG,210,,,,,,,,8085.0,8542.5,19.0,,CANBERRA,916.0
822102,102B PUNGGOL FIELD,102B,PUNGGOL FIELD,17,2001,25,PUNGGOL,86,3393.0,3945.0,3864.0,3995.0,,5077.5,,5864.0,5826.0,6.0,,COVE,58.0
823102,102C PUNGGOL FIELD,102C,PUNGGOL FIELD,17,2000,26,PUNGGOL,92,3727.5,3761.0,3904.5,3839.0,4365.0,5182.0,5409.0,5836.0,5709.0,16.0,30.8,COVE,128.0
824102,102D PUNGGOL FIELD,102D,PUNGGOL FIELD,16,2001,25,PUNGGOL,82,4045.0,3676.5,3818.0,3967.0,4667.0,5040.0,5487.5,5909.0,5818.0,13.0,24.7,COVE,123.0
320103,103 AH HOOD RD,103,AH HOOD RD,25,1981,45,KALLANG/WHAMPOA,96,5678.0,5330.0,5678.0,5763.0,5614.5,6822.0,7169.5,7165.0,,14.0,,TOA PAYOH,599.0
560103,103 ANG MO KIO AVE 3,103,ANG MO KIO AVE 3,12,1977,49,ANG MO KIO,131,4662.0,4324.0,3805.0,3851.0,4552.5,5044.0,,5844.5,6216.0,15.0,36.5,MAYFLOWER,305.0
460103,103 BEDOK NTH AVE 4,103,BEDOK NTH AVE 4,14,1976,50,BEDOK,154,4176.0,4000.0,4030.0,4420.0,5027.5,4926.5,5655.0,,5896.0,14.0,17.299999999999997,BEDOK RESERVOIR,680.0
470103,103 BEDOK RESERVOIR RD,103,BEDOK RESERVOIR RD,12,1985,41,BEDOK,154,4086.0,4033.0,3877.0,4131.0,4566.0,5017.5,5500.0,6002.0,6700.0,18.0,46.7,KAKI BUKIT,697.0
570103,103 BISHAN ST 12,103,BISHAN ST 12,25,1986,40,BISHAN,92,6586.0,5777.0,6049.0,5991.5,6240.0,6736.0,7045.5,7987.5,7533.0,14.0,20.7,BRADDELL,589.0
650103,103 BT BATOK CTRL,103,BT BATOK CTRL,13,1984,42,BUKIT BATOK,96,,4175.0,4262.0,4207.0,4582.5,4680.0,5467.0,,5616.5,11.0,22.6,BUKIT BATOK,189.0
90103,103 BT PURMEI RD,103,BT PURMEI RD,11,1982,44,BUKIT MERAH,119,5269.0,5075.0,5149.5,4851.0,5642.0,,6100.5,6613.0,6903.0,10.0,22.400000000000002,HARBOURFRONT INTERCHANGE,865.0
120103,103 CLEMENTI ST 14,103,CLEMENTI ST 14,14,1984,42,CLEMENTI,104,,5888.5,5867.5,5378.5,5785.0,5612.0,6504.0,6405.0,7438.0,11.0,28.599999999999998,CLEMENTI,945.0
670103,103 GANGSA RD,103,GANGSA RD,4,1986,40,BUKIT PANJANG,26,,,3828.0,,5000.0,5391.0,,,5938.0,3.0,18.8,PETIR,232.0
150103,103 HENDERSON CRES,103,HENDERSON CRES,14,1967,59,BUKIT MERAH,140,6196.0,,,5034.0,5000.0,6014.0,6216.0,6622.0,6797.0,11.0,35.9,REDHILL,513.0
530103,103 HOUGANG AVE 1,103,HOUGANG AVE 1,13,1983,43,HOUGANG,81,4089.5,4313.0,3791.5,3426.0,,4213.0,4704.0,6009.0,5037.0,7.0,,KOVAN,801.0
321103,103 JLN RAJAH,103,JLN RAJAH,25,1983,43,KALLANG/WHAMPOA,144,5037.0,5000.0,4667.0,5144.0,5728.0,6072.5,7259.0,6893.5,6888.0,12.0,20.3,TOA PAYOH,842.0
600103,103 JURONG EAST ST 13,103,JURONG EAST ST 13,25,1982,44,JURONG EAST,96,5583.0,5417.0,5167.0,4125.0,5592.0,5708.0,5583.0,5199.0,5667.0,7.0,1.3,JURONG EAST INTERCHANGE,596.0
410103,103 LENGKONG TIGA,103,LENGKONG TIGA,14,1988,38,BEDOK,73,,6043.0,6208.5,5942.0,6120.0,6018.0,6423.0,,,12.0,,KEMBANGAN,597.0
510103,103 PASIR RIS ST 12,103,PASIR RIS ST 12,13,1988,38,PASIR RIS,96,3896.0,3770.5,3652.0,4180.0,4246.0,4877.0,5243.0,5556.0,6039.0,15.0,42.199999999999996,PASIR RIS INTERCHANGE,1131.0
350103,103 POTONG PASIR AVE 1,103,POTONG PASIR AVE 1,4,1983,43,TOA PAYOH,63,,,5020.5,4135.0,,6689.0,6139.0,,7973.0,4.0,,POTONG PASIR,307.0
540103,103 RIVERVALE WALK,103,RIVERVALE WALK,17,1998,28,SENGKANG,123,3717.5,4029.5,4229.0,4149.0,4867.0,5441.0,5831.0,6178.5,,17.0,,KANGKAR,171.0
550103,103 SERANGOON NTH AVE 1,103,SERANGOON NTH AVE 1,13,1984,42,SERANGOON,144,3643.0,3945.0,3626.0,3958.0,4396.0,4780.0,5978.0,6374.0,5833.0,12.0,32.7,KOVAN,2022.0
80103,103 SPOTTISWOODE PK RD,103,SPOTTISWOODE PK RD,25,1976,50,BUKIT MERAH,94,6206.5,5842.0,5880.0,6032.5,6331.0,7119.0,,6545.0,,9.0,,OUTRAM PARK,864.0
520103,103 TAMPINES ST 11,103,TAMPINES ST 11,10,1982,44,TAMPINES,126,4105.0,4280.0,3880.0,3718.0,4467.0,5707.0,5310.5,5769.0,6246.5,16.0,39.800000000000004,TAMPINES,634.0
680103,103 TECK WHYE LANE,103,TECK WHYE LANE,9,1988,38,CHOA CHU KANG,80,2837.0,3048.0,2944.0,3289.0,3822.0,4216.0,4245.0,4622.0,4860.0,7.0,27.200000000000003,TECK WHYE,55.0
322103,103 TOWNER RD,103,TOWNER RD,11,1982,44,KALLANG/WHAMPOA,80,5445.5,,5845.5,6170.0,5942.0,6393.0,7667.5,,7229.0,7.0,21.7,BOON KENG,133.0
730103,103 WOODLANDS ST 13,103,WOODLANDS ST 13,4,1984,42,WOODLANDS,32,4104.0,,4030.0,,4388.0,,,5522.0,,2.0,,WOODLANDS INTERCHANGE,579.0
760103,103 YISHUN RING RD,103,YISHUN RING RD,4,1984,42,YISHUN,64,,3544.5,3606.0,3836.0,4746.0,5299.0,5373.5,5895.5,5329.0,9.0,12.3,YISHUN,706.0
341103,103A BIDADARI PK DR,103A,BIDADARI PK DR,17,2020,6,TOA PAYOH,116,,,,,,,,,12101.5,2.0,,WOODLEIGH,413.0
751103,103A CANBERRA ST,103A,CANBERRA ST,15,2019,7,SEMBAWANG,224,,,,,,,,7609.0,7246.0,38.0,,CANBERRA,875.0
101103,103A DEPOT RD,103A,DEPOT RD,25,1999,27,BUKIT MERAH,96,5800.0,6100.0,6000.0,6000.0,6056.0,6333.0,7000.0,6960.0,7978.0,8.0,31.7,REDHILL,1065.0
821103,103A EDGEFIELD PLAINS,103A,EDGEFIELD PLAINS,17,2000,26,PUNGGOL,96,3273.0,3659.0,4040.0,4045.0,4381.5,5273.0,5363.5,5532.0,,11.0,,COVE,179.0
342103,103B BIDADARI PK DR,103B,BIDADARI PK DR,16,2020,6,TOA PAYOH,152,,,,,,,,,11908.5,6.0,,WOODLEIGH,462.0
752103,103B CANBERRA ST,103B,CANBERRA ST,15,2019,7,SEMBAWANG,224,,,,,,,,6962.0,7204.0,37.0,,CANBERRA,838.0
102103,103B DEPOT RD,103B,DEPOT RD,20,1999,27,BUKIT MERAH,76,5243.5,5600.0,5733.0,5000.0,6435.0,6675.0,,,7391.0,6.0,14.899999999999999,REDHILL,1069.0
822103,103B EDGEFIELD PLAINS,103B,EDGEFIELD PLAINS,16,2000,26,PUNGGOL,90,3900.0,3727.0,,4182.0,4182.0,4727.0,4927.0,,5818.0,10.0,39.1,COVE,227.0
823103,103C EDGEFIELD PLAINS,103C,EDGEFIELD PLAINS,16,2001,25,PUNGGOL,90,3591.0,3772.5,3364.0,3958.5,3977.5,5091.0,4909.0,5341.0,5722.5,14.0,43.9,COVE,279.0
380104,104 ALJUNIED CRES,104,ALJUNIED CRES,12,1977,49,GEYLANG,88,,,,5272.0,4565.0,4717.5,,6413.0,6184.5,8.0,35.5,ALJUNIED,405.0
470104,104 BEDOK RESERVOIR RD,104,BEDOK RESERVOIR RD,15,1985,41,BEDOK,84,3926.0,,3666.5,3730.0,4752.0,4421.0,,5455.0,5636.0,6.0,18.6,KAKI BUKIT,657.0
460104,104 BEDOK NTH AVE 4,104,BEDOK NTH AVE 4,14,1976,50,BEDOK,153,4179.0,4104.0,3916.0,3978.0,4969.0,5336.0,5224.0,6477.5,5970.0,18.0,20.1,BEDOK RESERVOIR,604.0
570104,104 BISHAN ST 12,104,BISHAN ST 12,4,1985,41,BISHAN,24,,5857.0,,,5787.0,,,,7911.0,3.0,36.7,BRADDELL,599.0
650104,104 BT BATOK CTRL,104,BT BATOK CTRL,8,1984,42,BUKIT BATOK,88,4615.0,4081.0,3983.5,4062.5,,4856.0,4930.0,5096.0,5495.0,8.0,,BUKIT BATOK,254.0
90104,104 BT PURMEI RD,104,BT PURMEI RD,12,1983,43,BUKIT MERAH,132,4827.0,,4766.5,4993.0,5524.0,,5652.5,6687.5,6000.0,8.0,8.6,HARBOURFRONT INTERCHANGE,902.0
120104,104 CLEMENTI ST 14,104,CLEMENTI ST 14,4,1984,42,CLEMENTI,16,,5223.0,,,6054.0,6821.0,,,,2.0,,CLEMENTI,981.0
670104,104 GANGSA RD,104,GANGSA RD,10,1986,40,BUKIT PANJANG,90,3952.0,3562.0,3204.0,,4555.0,4589.0,5205.0,5507.0,6164.0,14.0,35.3,PETIR,186.0
150104,104 HENDERSON CRES,104,HENDERSON CRES,12,1967,59,BUKIT MERAH,96,,,5405.0,5405.0,5270.0,5946.0,5959.5,5980.0,6727.0,8.0,27.6,REDHILL,532.0
320104,104 JLN DUSUN,104,JLN DUSUN,4,1980,46,KALLANG/WHAMPOA,24,,5422.0,,,,,6417.0,6452.0,,2.0,,TOA PAYOH,598.0
321104,104 JLN RAJAH,104,JLN RAJAH,25,1983,43,KALLANG/WHAMPOA,144,,4078.0,4591.0,4369.0,5769.5,,6311.0,6456.0,,6.0,,TOA PAYOH,847.0
600104,104 JURONG EAST ST 13,104,JURONG EAST ST 13,4,1982,44,JURONG EAST,20,,4561.0,,,,,6103.0,6250.0,,2.0,,JURONG EAST INTERCHANGE,625.0
410104,104 LENGKONG TIGA,104,LENGKONG TIGA,9,1988,38,BEDOK,55,5671.0,5959.0,,5833.0,,6027.0,6745.0,7328.5,,7.0,,KEMBANGAN,619.0
510104,104 PASIR RIS ST 12,104,PASIR RIS ST 12,11,1988,38,PASIR RIS,130,3689.0,3770.0,3770.0,4022.0,4375.0,5319.5,5385.0,,5938.0,12.0,35.699999999999996,PASIR RIS INTERCHANGE,1153.0
350104,104 POTONG PASIR AVE 1,104,POTONG PASIR AVE 1,16,1984,42,TOA PAYOH,174,5642.0,5270.0,5378.0,5000.0,5769.5,6015.5,6722.5,7514.0,8283.5,19.0,43.6,POTONG PASIR,329.0
540104,104 RIVERVALE WALK,104,RIVERVALE WALK,17,1997,29,SENGKANG,78,3725.0,3750.0,3431.0,,4435.0,4773.5,,5137.0,6047.0,8.0,36.3,KANGKAR,215.0
550104,104 SERANGOON NTH AVE 1,104,SERANGOON NTH AVE 1,4,1984,42,SERANGOON,24,3944.0,3952.0,,,,5000.0,5352.0,6269.0,6282.0,6.0,,KOVAN,1942.0
80104,104 SPOTTISWOODE PK RD,104,SPOTTISWOODE PK RD,25,1976,50,BUKIT MERAH,94,,,,6041.0,6169.0,6393.0,7373.0,,,7.0,,OUTRAM PARK,909.0
520104,104 TAMPINES ST 11,104,TAMPINES ST 11,11,1982,44,TAMPINES,119,4286.0,4000.0,4077.0,4187.0,4785.0,5448.0,,5900.0,5745.0,9.0,20.1,TAMPINES,697.0
680104,104 TECK WHYE LANE,104,TECK WHYE LANE,9,1988,38,CHOA CHU KANG,80,,2972.0,2912.5,,4215.0,,4434.0,4725.0,,3.0,,TECK WHYE,104.0
322104,104 TOWNER RD,104,TOWNER RD,11,1982,44,KALLANG/WHAMPOA,90,4854.0,5180.0,5546.0,6067.0,6351.0,7122.5,7565.5,7792.0,8129.0,15.0,28.000000000000004,BOON KENG,88.0
323104,104 WHAMPOA DR,104,WHAMPOA DR,19,1997,29,KALLANG/WHAMPOA,112,5504.0,5033.5,4380.0,5519.0,5545.0,6569.0,6733.0,7462.0,7852.5,10.0,41.6,FARRER PARK,936.0
730104,104 WOODLANDS ST 13,104,WOODLANDS ST 13,13,1984,42,WOODLANDS,111,3417.5,3571.0,3451.0,3581.0,4467.0,4560.0,4754.0,5308.0,5381.5,14.0,20.5,WOODLANDS INTERCHANGE,513.0
560104,104A ANG MO KIO ST 11,104A,ANG MO KIO ST 11,12,1994,32,ANG MO KIO,60,,5660.0,,5685.5,6552.0,7842.5,7639.0,7911.0,8339.5,10.0,27.3,MAYFLOWER,227.0
341104,104A BIDADARI PK DR,104A,BIDADARI PK DR,17,2020,6,TOA PAYOH,290,,,,,,,,,12784.0,1.0,,WOODLEIGH,433.0
751104,104A CANBERRA ST,104A,CANBERRA ST,15,2017,9,SEMBAWANG,140,,,,,,5846.5,6667.0,6828.0,6774.0,31.0,,CANBERRA,848.0
101104,104A DEPOT RD,104A,DEPOT RD,25,1998,28,BUKIT MERAH,96,6130.0,5550.0,5444.0,5475.0,6275.0,6450.0,7000.0,,7400.0,9.0,17.9,REDHILL,1135.0
821104,104A EDGEFIELD PLAINS,104A,EDGEFIELD PLAINS,17,2001,25,PUNGGOL,92,3455.0,3854.5,3982.0,,4455.0,4932.0,,5480.0,6000.0,16.0,34.699999999999996,COVE,300.0
561104,104B ANG MO KIO ST 11,104B,ANG MO KIO ST 11,12,1994,32,ANG MO KIO,88,4883.0,5148.5,5069.0,,6142.0,6071.0,6094.0,5859.0,6868.5,11.0,11.799999999999999,MAYFLOWER,198.0
752104,104B CANBERRA ST,104B,CANBERRA ST,15,2017,9,SEMBAWANG,168,,,,,,6809.0,6327.5,7044.0,7043.0,34.0,,CANBERRA,788.0
102104,104B DEPOT RD,104B,DEPOT RD,20,1998,28,BUKIT MERAH,76,5800.0,5995.5,5391.0,6040.0,5826.0,6422.0,,,7510.0,9.0,28.9,TELOK BLANGAH,1134.0
822104,104B EDGEFIELD PLAINS,104B,EDGEFIELD PLAINS,17,2001,25,PUNGGOL,92,3909.0,3722.0,,3968.5,4386.5,5066.5,5208.5,5889.0,6556.0,18.0,49.5,COVE,314.0
753104,104C CANBERRA ST,104C,CANBERRA ST,15,2017,9,SEMBAWANG,137,,,,,,6210.0,6332.5,7149.5,7276.5,42.0,,CANBERRA,763.0
754104,104D CANBERRA ST,104D,CANBERRA ST,15,2017,9,SEMBAWANG,167,,,,,,6660.0,6295.0,7830.0,7473.5,49.0,,CANBERRA,802.0
380105,105 ALJUNIED CRES,105,ALJUNIED CRES,12,1978,48,GEYLANG,88,5008.0,4752.0,4954.0,4700.0,5051.0,5661.0,5809.5,6301.0,6562.0,11.0,29.9,ALJUNIED,339.0
560105,105 ANG MO KIO AVE 4,105,ANG MO KIO AVE 4,10,1977,49,ANG MO KIO,90,4728.0,3348.0,3451.0,4761.0,4783.0,5190.0,5239.0,6033.0,6712.0,9.0,40.300000000000004,MAYFLOWER,94.0
470105,105 BEDOK RESERVOIR RD,105,BEDOK RESERVOIR RD,12,1985,41,BEDOK,110,4224.0,4149.0,4037.0,4276.0,4851.0,4857.0,5330.0,6060.0,6567.0,13.0,35.4,KAKI BUKIT,652.0
460105,105 BEDOK NTH AVE 4,105,BEDOK NTH AVE 4,14,1976,50,BEDOK,155,3955.0,3940.5,3670.5,4104.0,4627.0,4970.0,5242.0,5741.5,6367.0,15.0,37.6,BEDOK RESERVOIR,567.0
570105,105 BISHAN ST 12,105,BISHAN ST 12,9,1985,41,BISHAN,116,6106.0,5657.5,,5234.0,6511.0,7133.0,7483.0,7705.5,8173.0,12.0,25.5,BRADDELL,610.0
650105,105 BT BATOK CTRL,105,BT BATOK CTRL,10,1984,42,BUKIT BATOK,81,4212.0,3606.0,3822.0,3524.0,4062.5,,,,,2.0,,BUKIT BATOK,269.0
90105,105 BT PURMEI RD,105,BT PURMEI RD,13,1982,44,BUKIT MERAH,144,5645.0,5769.0,5484.0,5264.5,5601.5,5785.0,,,,7.0,,HARBOURFRONT INTERCHANGE,862.0
120105,105 CLEMENTI ST 12,105,CLEMENTI ST 12,4,1984,42,CLEMENTI,42,5112.0,,4669.5,4679.5,4977.5,,,,,4.0,,CLEMENTI,995.0
670105,105 GANGSA RD,105,GANGSA RD,4,1986,40,BUKIT PANJANG,40,4572.0,3557.0,3894.0,4188.0,4595.0,5143.0,,,,5.0,,PETIR,136.0
150105,105 HENDERSON CRES,105,HENDERSON CRES,24,1974,52,BUKIT MERAH,270,5023.0,5231.0,5231.0,4538.0,5231.0,4954.0,5846.0,5538.0,6154.0,15.0,17.599999999999998,REDHILL,626.0
320105,105 JLN RAJAH,105,JLN RAJAH,9,1983,43,KALLANG/WHAMPOA,72,5667.0,4669.5,4596.0,4832.0,5667.0,6292.5,6497.5,6667.0,6233.0,13.0,10.0,TOA PAYOH,851.0
600105,105 JURONG EAST ST 13,105,JURONG EAST ST 13,12,1982,44,JURONG EAST,98,4837.0,5055.0,4879.0,,5022.0,6044.0,,6484.0,6087.0,4.0,21.2,JURONG EAST INTERCHANGE,620.0
510105,105 PASIR RIS ST 12,105,PASIR RIS ST 12,11,1988,38,PASIR RIS,120,3815.0,3713.0,3767.0,3689.0,3970.5,4889.5,5251.5,5557.0,5975.5,11.0,50.5,PASIR RIS INTERCHANGE,1014.0
350105,105 POTONG PASIR AVE 1,105,POTONG PASIR AVE 1,16,1984,42,TOA PAYOH,178,5784.0,5108.0,5203.0,5526.0,5919.0,,6622.0,7554.0,7760.0,14.0,31.1,POTONG PASIR,340.0
540105,105 RIVERVALE WALK,105,RIVERVALE WALK,17,1997,29,SENGKANG,78,,,3650.0,,4325.0,4715.5,5096.0,5865.0,,14.0,,KANGKAR,270.0
550105,105 SERANGOON NTH AVE 1,105,SERANGOON NTH AVE 1,13,1983,43,SERANGOON,120,4286.0,3856.0,4333.0,4416.5,5021.5,5708.5,5949.0,6333.0,6583.0,16.0,31.1,KOVAN,1999.0
520105,105 SIMEI ST 1,105,SIMEI ST 1,4,1987,39,TAMPINES,32,4416.0,,4438.0,4671.0,4966.0,6164.0,,,6575.0,5.0,32.4,SIMEI,388.0
521105,105 TAMPINES ST 11,105,TAMPINES ST 11,11,1982,44,TAMPINES,119,4266.5,4240.0,,3867.0,4430.0,5200.0,5478.5,5449.0,6481.0,17.0,46.300000000000004,TAMPINES,621.0
680105,105 TECK WHYE LANE,105,TECK WHYE LANE,12,1987,39,CHOA CHU KANG,132,3637.0,3671.0,3904.0,3973.0,4247.0,4223.0,5287.0,4855.0,5863.0,12.0,38.1,TECK WHYE,136.0
321105,105 TOWNER RD,105,TOWNER RD,25,1984,42,KALLANG/WHAMPOA,275,,5457.0,5810.0,,6524.0,7048.0,7413.5,8219.5,8735.0,26.0,33.900000000000006,BOON KENG,156.0
730105,105 WOODLANDS ST 13,105,WOODLANDS ST 13,13,1984,42,WOODLANDS,111,3803.0,3462.0,3466.0,3505.5,4405.0,4505.0,5054.0,5435.0,5305.0,12.0,20.4,WOODLANDS INTERCHANGE,511.0
341105,105A BIDADARI PK DR,105A,BIDADARI PK DR,17,2019,7,TOA PAYOH,64,,,,,,,,10708.0,11968.0,12.0,,POTONG PASIR,329.0
101105,105A DEPOT RD,105A,DEPOT RD,21,2016,10,BUKIT MERAH,160,,,,,8007.5,8677.0,8641.0,9109.0,10000.0,55.0,24.9,REDHILL,1124.0
821105,105A EDGEFIELD PLAINS,105A,EDGEFIELD PLAINS,17,2001,25,PUNGGOL,85,3661.5,3741.0,3889.0,3836.0,4545.0,5278.0,,5988.5,5882.0,10.0,29.4,COVE,270.0
342105,105B BIDADARI PK DR,105B,BIDADARI PK DR,17,2019,7,TOA PAYOH,92,,,,,,,,11579.0,11711.0,22.0,,POTONG PASIR,281.0
822105,105B EDGEFIELD PLAINS,105B,EDGEFIELD PLAINS,17,2001,25,PUNGGOL,85,3722.0,3889.0,3922.5,,5230.0,5294.5,5455.0,5818.0,6000.0,11.0,14.7,COVE,240.0
823105,105C EDGEFIELD PLAINS,105C,EDGEFIELD PLAINS,17,2001,25,PUNGGOL,85,3850.0,3991.0,,3955.0,4955.5,,5273.0,5961.0,,9.0,,COVE,192.0
824105,105D EDGEFIELD PLAINS,105D,EDGEFIELD PLAINS,17,2001,25,PUNGGOL,85,3909.5,3841.0,,4145.0,4545.0,4881.0,4995.0,5773.0,5895.0,11.0,29.7,COVE,255.0
380106,106 ALJUNIED CRES,106,ALJUNIED CRES,12,1978,48,GEYLANG,194,5223.5,5224.0,4752.5,4552.0,5284.0,5327.0,5299.0,6269.0,6776.5,10.0,28.199999999999996,ALJUNIED,291.0
560106,106 ANG MO KIO AVE 4,106,ANG MO KIO AVE 4,11,1977,49,ANG MO KIO,138,4568.0,4611.5,3736.5,4141.0,4275.0,5338.0,,,6351.0,7.0,48.6,MAYFLOWER,81.0
470106,106 BEDOK RESERVOIR RD,106,BEDOK RESERVOIR RD,12,1985,41,BEDOK,110,4048.0,3989.0,4269.0,4065.0,4478.0,4670.0,5430.0,5849.0,5934.0,14.0,32.5,KAKI BUKIT,617.0
460106,106 BEDOK NTH AVE 4,106,BEDOK NTH AVE 4,13,1977,49,BEDOK,168,4889.0,4444.0,4444.0,,4778.0,5722.5,,,,5.0,,BEDOK RESERVOIR,585.0
570106,106 BISHAN ST 12,106,BISHAN ST 12,13,1985,41,BISHAN,96,5536.0,6362.0,6250.0,5964.0,6171.0,6667.0,6786.0,,8240.0,15.0,33.5,BISHAN INTERCHANGE,594.0
650106,106 BT BATOK CTRL,106,BT BATOK CTRL,8,1984,42,BUKIT BATOK,100,,3990.0,3942.0,3414.0,4187.5,4992.0,5327.0,5625.0,5000.0,9.0,19.400000000000002,BUKIT BATOK,276.0
90106,106 BT PURMEI RD,106,BT PURMEI RD,13,1983,43,BUKIT MERAH,123,,5031.5,4384.0,5049.0,4760.0,,5333.0,,6552.0,3.0,37.6,HARBOURFRONT INTERCHANGE,959.0
670106,106 GANGSA RD,106,GANGSA RD,10,1986,40,BUKIT PANJANG,90,3660.0,3945.0,3554.0,3719.0,4348.0,4806.0,5753.0,5205.0,5801.0,11.0,33.4,PETIR,84.0
150106,106 HENDERSON CRES,106,HENDERSON CRES,14,1973,53,BUKIT MERAH,130,5827.0,5889.0,,4950.5,6018.5,5988.0,6173.0,6389.0,6784.0,12.0,12.7,REDHILL,614.0
530106,106 HOUGANG AVE 1,106,HOUGANG AVE 1,4,1982,44,HOUGANG,51,,3815.5,3468.5,,5123.0,5075.0,5316.0,5247.0,6211.0,8.0,21.2,KOVAN,953.0
320106,106 JLN DUSUN,106,JLN DUSUN,9,1980,46,KALLANG/WHAMPOA,97,4820.0,5140.0,5041.0,5376.0,5436.0,5611.0,5765.0,5925.0,6702.0,11.0,23.3,TOA PAYOH,543.0
321106,106 JLN RAJAH,106,JLN RAJAH,10,1983,43,KALLANG/WHAMPOA,68,4895.0,4880.0,5096.0,5048.5,5200.0,5806.0,6567.0,6040.0,6233.0,11.0,19.900000000000002,TOA PAYOH,935.0
600106,106 JURONG EAST ST 13,106,JURONG EAST ST 13,25,1982,44,JURONG EAST,96,5292.0,5083.0,5083.0,5250.0,4833.0,5666.5,5491.0,5733.0,5833.0,12.0,20.7,JURONG EAST INTERCHANGE,671.0
410106,106 LENGKONG TIGA,106,LENGKONG TIGA,9,1988,38,BEDOK,43,5570.0,5856.0,,,6307.0,6301.0,,8082.0,8233.0,9.0,30.5,KEMBANGAN,557.0
510106,106 PASIR RIS ST 12,106,PASIR RIS ST 12,13,1988,38,PASIR RIS,96,3883.0,,3592.0,3842.0,4590.0,,5000.0,5041.0,5846.0,7.0,27.400000000000002,PASIR RIS INTERCHANGE,1041.0
350106,106 POTONG PASIR AVE 1,106,POTONG PASIR AVE 1,4,1983,43,TOA PAYOH,38,4985.0,,5405.0,4824.0,,6513.0,6740.5,,,4.0,,POTONG PASIR,318.0
540106,106 RIVERVALE WALK,106,RIVERVALE WALK,17,1998,28,SENGKANG,78,3631.0,3480.0,3500.0,3950.0,4366.5,,5240.0,5545.0,5922.0,12.0,35.6,KANGKAR,275.0
550106,106 SERANGOON NTH AVE 1,106,SERANGOON NTH AVE 1,12,1983,43,SERANGOON,131,4583.5,,,3967.0,5083.5,5333.0,6217.0,6309.5,6402.0,14.0,25.900000000000002,KOVAN,1944.0
520106,106 SIMEI ST 1,106,SIMEI ST 1,11,1987,39,TAMPINES,100,5192.0,4456.5,4221.0,4615.0,4344.0,5293.0,5466.0,5887.0,6490.5,15.0,49.4,SIMEI,319.0
80106,106 SPOTTISWOODE PK RD,106,SPOTTISWOODE PK RD,25,1976,50,BUKIT MERAH,94,5729.5,6080.0,5973.0,,6092.0,6547.0,7336.0,6891.0,7213.0,10.0,18.4,OUTRAM PARK,1038.0
521106,106 TAMPINES ST 11,106,TAMPINES ST 11,11,1983,43,TAMPINES,80,,4398.5,4098.0,3876.0,4719.5,4955.0,5150.0,5414.0,5891.0,11.0,24.8,TAMPINES,699.0
680106,106 TECK WHYE LANE,106,TECK WHYE LANE,12,1987,39,CHOA CHU KANG,110,3733.0,,3425.0,4020.5,,4932.0,5096.0,4863.0,5479.5,9.0,,TECK WHYE,168.0
322106,106 TOWNER RD,106,TOWNER RD,11,1983,43,KALLANG/WHAMPOA,80,6009.0,,5745.0,6016.5,6368.0,7142.0,6268.0,7229.0,7500.0,10.0,17.8,BOON KENG,191.0
